id,reviewer,asr_faithful_1_to_5,structured_preserves_meaning_yes_no,structured_deleted_meaningful_content_yes_no,structured_added_information_yes_no,protected_terms_preserved_yes_no,punctuation_appropriate_yes_no,translation_faithful_1_to_5,translation_natural_1_to_5,notes
fixture-001,,,,,,,,,
fixture-002,,,,,,,,,
fixture-003,,,,,,,,,
